"data","label"
"Mình muốn vệ sinh máy lạnh thì gọi sdt nào ạ","1"
"Máy lạnh êm để nhiệt độ 26 27 là mát, cục nóng kêu hơi to","1"
"Mấy ngày đầu mát lạnh nhanh, mấy hôm sau ni thấy kh mát lắm vs cục nóng kêu hơi to","1"
"Máy chạy êm mình dùng 1 năm rồi mới đánh giá. Quan sát đồng hồ điện thì 1kg/tiếng. Cũng ko rõ là tốn điện k, máy lạnh, thường là mở 28 là lạnh rồi","1"
"1 tháng trai nghiệm thì hiện tại tui thấy rat hài lòng Chac do tui hên tui thấy moii thứ tốt","1"
"Bảo hành bên TCL quá tệ, báo lỗi thì nói nếu giờ xuống kiểm tra mà không phải lỗi của nhà sản xuất thì mất phí kiểm tra 500k Là sao Đáng lý mình báo lỗi thì bên điện máy xanh phải xuống kiểm tra xác nhận lỗi chứ , đằng này kêu mình xuống kiểm mà k phải lỗi nhà sản xuất thì mất 500k tiềm phí . Như vậy thì sao chấp nhận được. Cần lời giải thích của cửa hàng","0"
"Nói chung lạnh cũng ok chỉ tội tín hiệu với remote yếu mới dùng 1 tháng mà có lúc bật 16 độ mà ko thấy lạnh phải ngắt cầu dao khởi động lại vài lần chẳng hiểu lý do . Mình nghĩ ai coa nhu cầu nên mua aqua sẽ ok hơn","1"
"Xem giùm mình sao đơn hàng 00006SO xxxx0851769 Mình mua có chuyển đổi trả góp mà chưa thấy đã 14 ngày rồi hỏi bên chăm sóc khách hàng thì nói chỉ 7 ngày và kêu chờ phản hồi khongk biết tới khi nào","0"
"có bất tiện về đèn nền của điều khiển điều hoàkhông giống như các hãng khác khi nhấn nút là đèn nền sáng mà con này phải nhấn giữ tầm 35s mí sáng quá bất tiện","1"
"Mạnh lạnh sâu êm mỗi tội cánh đảo gió tỏng ko hoạt động","1"
"Chạy rất tốt, gias rẻ laij được app mã khuyến mãi nữa, rẻ hơn chổi khác có chính sách sau bán hàng tốt ,lần sau sẽ ứng hộ và giới thiệu bạn bè nữa, cám ơn điện máy xanh","1"
"Máy OK","1"
"Rất tốt","1"
"máy mạnh, mát nhanh. mua 1.5hp diện tích phòng nhỏ rất lạnh luôn. mới dùng đang ổn về sau chưa biết nha","1"
"Ok","1"
"Máy ok","1"
"Bảo hành cực tệ","0"
"Bị chảy nước cục nóng.gọi hoài hứa sẽ qua đổ lổi không nghe điện thoại.tôi mới mua chưa được 2 tuần đã như vậy rồi vài tháng sau nó mà có hư hỏng gì chắc tự bỏ tiền ra mà sửa","0"
"Có thể nói là ngon bổ. ,rẻ","1"
"Máy chạy êm. Mát lạnh","1"
"Không lạnh lắm chắc do phòng rộng","1"
"máy 1.5 nhưng có vẻ yếu hơn mấy hãng khác. làm lạnh lâu","1"
"Với phân khúc này, tầm giá này thì tôi thấy máy chạy rất ổn định, lạnh rất nhanh, cục nóng chạy rất im không nghe tiếng ồn như nhiều bạn nói. Có thể là máy mới, về lâu dài chất lượng thế nào Chờ mình trải nghiệm tiếp...","1"
"Ok","1"
"Máy chạy tốt, ổn định, không biết lâu dài thế nào","1"
"Máy lạnh nhanh , lúc đề lên mấy rất êm không nghe tiếng ồn","1"
"ok ổn không tốn điện lắm","1"
"chạy oke. cục nóng hơi ồn. mà dòng này chạy hơi hao điện đấy nhé","1"
"Máy cực kì tệ hại, không nên mua, máy 16 độ không mát bằng máy 27 độ của hãng Funiki đang dùng dù cùng công suất, cùng kích thước phòng. Chăm sóc khách hàng không hỗ trợ được nhiều, mất thời gian giản quyết gần 1 tuần vẫn không được kết quả phù hợp.","0"
"Giá cả cạnh tranh hàng hàng đẹp","1"
"máy lạnh làm lạnh nhanh","1"
"Cục nóng hơi kêu, mong dịch vụ xuống xem hộ mình ạ","1"
"Máy chạy êm rất ok","1"
"Không bằng máy 9000BTUGa ít cục nóng bé tí , có sự cố máy vẫn hoạt động bình thường","0"
"Sài hôm giờ được hơn 2 tuần. Thấy khá ổn","1"
"Máy bị kêu lách tách khi hoạt động","1"
"tôi đã cọc 599k khi giao hàng đến vẫn thu cả tiền cọc k nhận sẽ mang về , và hiện tại tôi vẫn chưa được hoàn trả số tiền là 599k","0"
"Mệt mỏi với chính sách chăm sóc khách hàng của ĐMX và hãng TCL, liên lạc từ 9.5 lịch hẹn từ hệ thống 8h, 18.5.2025Nhưng chưa hề có 1 liên lạc nào để biết thời gian cụ thể.Mình mua máy TCL từ cuối năm 2023, chính sách bảo hành thì được niêm yết đầy đủ trong miêu tả sản phẩm. Tuy nhiên, chỉ 56 tháng sử dụng thì máy bị lỗi bo của dàn nóng theo kiểm tra của kỹ thuật ĐMX. Tuy nhiên, khi CS của TCL liên lạc thì cứ xoay quanh vấn đề do chưa vệ sinh máy lạnh trong vòng sau 3 tháng và kỹ thuật TCL có xuống kiểm tra xác nhận cùng vấn đề mà máy đang gặp phải do lỗi bo dàn nóng. Sau đó CS của TCL có liên lạc để hẹn 34 ngày sẽ có liên lạc đổi mới. Tuy nhiên, tôi vẫn ko hài lòng về cách CS của TCL luôn đổ cho khách hàng rằng chưa vệ sinh máy theo định kỳ, trong khi cả kỹ thuật TCL và ĐMX đều xác định vấn đề ko liên quan đến vệ sinh máy. tôi có thể trả tiền để vệ sinh và kiểm tra, miễn sao nhanh gọn trong cái thời tiết nắng nóng hiện tại, chứ tôi ko cần sự trì trệ và đổ lỗi.Tuy nhiên đến tận hôm nay hơn 1 tuần vẫn chưa có bất kỳ thông tin gì.Trước đây mình có đặt 1 máy Daikin của ĐMX thì sau gần 1 năm máy gặp vấn đề vẫn được xử lý sữa chữa, thay mới nhanh chóng trong ngày. Bên cạnh đó, chính sách bán hàng nêu rõ 1 đổi 1 do lỗi kỹ thuật trong 1 năm. Ấy vậy mà ĐMX và TCL đều có cùng câu trả lời 1 đổi 1 lỗi trong 1 tháng. Vậy hợp đồng thương mại của ĐMX và TCL quy định như thế nào","0"
"Máy chạy không ổn định. Mới đầu bật lên lạnh nhưng về sau không mát nữa, phải gọi kỹ thuật nhờ kiểm tra rất nhiều lần. Gọi TCL yêu cầu bảo hành thì hẹn mập mờ không cho ngày giờ cụ thể đến lúc nào, đợi vài ngày khách hàng gọi điện nhắc thì tiếp tục hẹn và cuối cùng là không thấy đâu. Sản phẩm kém chất lượng, còn chăm sóc bảo hành rất tệ. Không nên mua hàng của hãng này","0"
"Máy hoạt động tốtlàm lạnh nhanh,chạy êm còn bền hay không cần thời gian..","1"
"Máy giao bị móp","0"
"Làm lạnh ok,","1"
"Êm nhất trong các hãng từng mua, không nghe 1 tiếng gì. Về kích thước máy lại thuộc dạng nhỏ gọn, nhẹ nhất.","1"
"Sp tốt máy chạy êm,nhanh mát","1"
"Chưa gì đã bị chãy nước của cục nóng rồi mà kêu xuống coi không ai xuống","0"
"Các thợ lắp bảo máy này bềnGia chủ cảm thấy làm lạnh nhanh sâu","1"
"Mình thấy 1.5 HP tcl làm lạnh tốt, khá nhanh cục nóng chạy êm. Nước ra cũng không nhiều lắm. Tuy nhiên dùng máy lạnh độ ẩm sẽ rất thấp, mọi người nên tăng cường thêm độ ẩm trong phòng.","1"
"Mát lạnh phù hợp với những ngày nắng nóng","1"
"Máy làm lạnh lâu, muốn đổi hiệu khác được không Nhân viên lắp ráp không để cục nóng treo trên tường mà bắt khách phải mua đế lót để cục nóng dưới sàn . Kêu nhân viên quay lại sửa, nhân viên đòi thêm phí sửa","1"
"Ngon bổ rẻ","1"
"Nhân viên lắp kiểu gì k hiểu luôn","0"
"Tôi mua được một tuần giờ muốn đổi qua máy khác thì làm như thế nào","1"
"Ad cho hỏi vì sao remote khi gắn pin vô thì có đèn nền, để lát nó tắt, sau đó nó không sáng nữa, nhấn nút nào cũng không thấy sáng","1"
"Rất tốt","1"
"Mọi thứ tạm ổn nhưng cánh đảo gió bị kêu rất khó chịu. Nhân viên lắp đặt đi đường ống xấu quá","1"
"Hiện tại máy 1.5 xài cũng ok","1"
"Mới sài có 1 tuần tạm ổn so với giá này ..hy vọng sài lâu dài ok","1"
"Không lạnh ,báo nhân viên kt nói k sao mà máy k lạnh tí nào luôn , cách ứng xử nhân viên rất tệ","0"
"Mua từ 31/3. Máy ko lạnh, lúc đấy là máy đảo gió tự động đa chiều trên, dưới, trái, phải. Đến ngày 23/4 bảo hành xuống đổi cái mới, mẫu y chang, nhưng ko đảo chiều trái, phải chỉ đảo trên dưới còn trái, phải thì gạt tay. Báo về zalo cửa hàng ở ngã 3 Trị An, Trảng Bom, Đồng Nai thì bên đó bảo là mẫu này ko có đảo chiều trái, phải. Chỉ đảo chiều trên, dưới Làm ăn sống nhăn v Rất tin tưởng đmx, tgdd cho đến khi mua cái máy lạnh này. Thật sự quá tệ.","0"
"Đmx hẹn lịch bảo hành đổi mới cho tôi sao đến ngày hôm nay hơn 1 tuần rồi vẫn không có ai đến bảo hành vậy Mua nhiều thứ lắp đặt mới thì nhanh còn bảo hành thì cứ hẹn mãi không thấy đâu cả.","0"
"Rất hài lòng lam mat rất nhanh","1"
"Tạm","1"
"sản phẩm tốt","1"
"Máy lạnh dùng rất tốt, nhưng chưa biết có tốn nhiều điện không hi","1"
"Máy mua dùng chưa được 5 ngày bị chảy nước tè le, nhân viên kỹ thuật xuống kiểm tra thì không xử lý được lỗi, rồi đá sang hãng bắt đợi thêm vài ngày. Mua về để dùng chứ có để chưng đau nhỉ nhân viên xuống xử lý khi lắp lại thì cũng không lắp lại lọc gió cho chỉnh chu mà để bên ngoài. Mình là tín đồ MNX và TGĐĐ nhưng lần này quá thất vọng về sản phẩm và dịch vụ của các bạn.","0"
"Tốt lắm.","1"
"Bảo tiết kiệm điện nhưng mới lắp sử dụng đc 1 tháng mà mỗi cái máy lạnh hết 800k tiền điện sợ quá","0"
"Tốt trong tầm giá làm lạnh diệu , cục nóng ko kiêu to .","1"
"Chăm sóc khách hàng quá tệ, máy lạnh cục nóng chảy nước nhiều báo trung tâm thay vì sẽ cho người kiển tra thì nhân viên chỉ biết nói rằng sản phẩm nó vốn dĩ như vậy. Trong khi sản phẩm cùng loại đã sử dụng 2 cái thì không bị tình trạng tương tự","0"
"Do mua và tự lắp nên chưa kiểm gas và tải sử dụng sớm. Hiện tại thì máy chạy chưa mát lạnh, chỉ mát thôi.Sẽ kiểm tra lại sau.Giá mua khá hợp lý","1"
"So với tầm giá hơn 7 triệu xíu thì như vậy cũng tương đối ổn. Máy lạnh k dc sâu so với các hãng khác. Làm mát và dịu căng phòng cho cảm giác k nóng nực ok. Bật 25 26 độ ban đêm ngủ tương đối ổn","1"
"Máy làm lạnh nhanh. Tốt trong giá tiền","1"
"Phù hợp với giá tiền","1"
"Máy lạnh chậm, bật 16 độ mà không mát tý nào. Chế độ làm lạnh nhanh trong 30s cũng của ăn thua tý nào hết.","1"
"Máy lạnh chạy êm 26 27 là lạnh rồi, cục nóng kêu tiếng vừa phải,ko quá ồn làm lạnh rất nhanh,dù buổi trưa nắng nóng,nhân viên dmx lắp nhiệt tình, còn về khoảng tiết kiệm, điện, và bền thì tùy mỗi người cũng như theo thời Gian có thể đánh giá được, trước mắt là ổn với giá tiền bỏ ra ,cho những ai đang băn khoăn để mua.","1"
"Tốt","1"
"Tốt lắm, mọi người nên chọn cho mình một cái để xài","1"
"Hao điện quá , 3 ngày sài 50kw điện. Bật 810h/1 ngày thôi","1"
"Máy mạnh êm nha.có cái thợ lắp ráp không được nhiệt tình và thẩm mỹ lắm","1"
"2 máy lạnh không lạnh, lớp học bị nóng. Các học sinh bị ảnh hưởng","0"
"Máy làm mát nhanh .còn độ bền thì từ từ trải nghiêm mới biết","1"
"Lạnh nhanh. Chạy êm .nói chung là ok.","1"
"OK","1"
"Làm lạnh nhanh ko ồn nhỏ gọn tiết kiệm ko gian mức giá tầm trung vậy là ổn hợp túi tiền","1"
"Lạnh Quéo càng","1"
"ok","1"
"Tiếng máy kêu lớn","1"
"Tốt","1"
"Máy lạnh tcl rất tốt","1"
"Cục nóng chạy khá ồn, máy không được mát nhanh dù phòng mình có diện tích khá nhỏ","1"
"Ok good","1"
"Gất tốt","1"
"Quá tuyệt vời trong tầm giá","1"
"Mình mua ko nghĩ tốt như vậy nhưng khi sài rất hài lòng cám ơn điện máy xanh tiếp khách rất ân cần mọi người nên mua ở đây","1"
"Máy sài ok có phần cục nóng kêu tiếng hơi to","1"
"Rất hài lòng","1"
"Trải nghiệm rất tệ. Theo lời của nhân viên thì máy lạnh bình thường. Nhưng máy lạnh không lạnh cả đều bình thường chỉ có không lạnh thôi","0"
"Tốt","1"
"Máy làm lạnh nhanh Tốt","1"
"Rẻ nhưng chạy rất em và lạnh rất sâu","1"
"Nhân viên làm ăn quá tệ","1"
"OK","1"
"Hiện tại chạy rất tốt","1"
"Mới xài thấy ok ạ..sau này chứ biết ntn","1"
"Ok","1"
"Máy làm lạnh nhanh","1"
"Trước mắt thì dùng máy rất ok còn lâu dài thì chưa biết.","1"
"Máy tốt lạnh nhanh","1"
"máy lạnh mới sd rất ok nhưng rất k hài lòng bên thứ 3 đối tác tận tâm lắp đặt của dmx làm đùng đùng mốp méo cả dàn đồng cục lạnh rất bực mình mang tên TẬN TÂM nhưng chả có 1 chúc nào là tận tâm cả","1"
"Tuyệt vời","1"
"Mới sử dụng máy êm tốt","1"
"Ok","1"
"Mát chậm. Mà nó cứ đơ đơ kiểu gì. Ko thông minh như các hãng khác","1"
"Mình dùng đc hơn 1 tháng rồi thấy máy êm lạnh nhanh.","1"
"Làm lạnh nhanh nhân viên nhiệt tình","1"
"Mình dùng máy lạnh TCL đến cái thứ 3 rồi, chất lượng ổn định rất tiết kiệm điện","1"
"Xài tốt, cánh đảo gió thiết kế không đẹp, nhìn mỏng manh như đồ chơi trẻ em","1"
"Vừa túi tiền , mà hơi ồn","1"
"Sử dụng tốt, chưa có vấn để phát sinh","1"
"Lúc báo giá mua trên wed để 5.190k có để bao phí lắp đặt này kia …vvv… , lúc giao máy báo ko bao phí lắp đặt , chừng quay lại wed thấy thay đổi sửa bảng giá lại giá khác","0"
"Chưa đủ thời gian máy hoạt động để đánh giá","1"
"ML Nagakawa sd rất tốt","1"
"mới mua 11/5/2025 mà đã hư, bat ko lên. Quá thất vọng","0"
"THấy dùng cũng bình thường mỗi tội điều khiển chưa ưng lắm","1"
"Tôi mua điều hòa này và được lắp đjăt vào ngày 30/5/2025. Tôi không nhận được bất kỳ khuyến mãi hay coupon nào như ĐMX đã cam kết. Ngay thời gian đầu điều hòa bật 16 độ lâu cũng không thấy lạnh sâu. Máy ít sử dụng nhưng đến 1/7 đã có dấu hiệu chỉ mát, không lạnh dù đã bật 16 độ. Tôi cần được ĐMX chủ động gọi điện tư vấn về lý do và cách khắc phục cho tôi.","0"
"Mình cực kì hài lòng. Mình thấy êm. Không có mùi nhưng các dòng khác. Lạnh nhanh. Thích nhất là điện nhà mình yếu dùng vẫn ok","1"
"Máy chạy êm. Mát nhanh dùng thích thật. Phòng nhà mình gần 20m2 tầng 2 nên nóng. Mà bật máy này mát lắm. 2 chị em ngủ ngon lành. Qua điện máy xanh để mua máy này nhé","1"
"Mới lắp đặt nên chưa biết sử dụng lâu dài như thế nào nhưng mình thắc mắc về quà tặngTặng máy xay thịt nhưng ko thấy nhân viên lắp ráp đưa Còn máy phiếu quà tặng và hỗ trợ tiền điện thì saooo","1"
"Mình mua bao công lắp đặc tặng 5m dây đồng, mà đến khi lắp đặc thì ko tới 2m, vậy còn 3m5 thằng lắp đặc đem đi đâu, nge bảo gắn đồng ngắn quá máy mau hƯ.... Mình ko hài lòng tí nào....","0"
"Mình đang dùng 2 máy 12 giá ok mà mình thấy chạy êm mát nhanh chạy ok , mình sẽ giới thiệu người quen dùng","1"
"Dùng cũng ổn, không có gì đặc biệt","1"
"Máy lạnh dùng ổn định, chạy êm Nhân viên tư vấn nhiệt tình, bảo hành đến tận nhà bảo hành","1"
"Máy này nên mua nha Lạnh không khác gì các hãng daikin, lg mà có cả lọc bụi mịn. Mình rất ưng và đã mua thêm Sao hãng không có sớm hơn để được trải nghiệm sớm","1"
"Ko làm lạnh tốt dù bật hết cs.","1"
"Sau khi sử dụng 3 tháng cảm thấy điều hòa ko ổn. Làm lạnh kém. Vào phòng ko lạnh, đứng trước điều hòa mới thấy hơi mát.Bật điều hòa như ko bật. Lần đầu mua daikin rất thất vọng.","0"
"Làm lạnh nhanh chóng, nhưng thực tế thì không, chỉ mát khi để 21 độ còn điều khiển lên 26 độ thua quạt nước, bên kỹ thuật vào tư vấn bật thêm máy quạt nữa, trong khi đó phòng ngủ có gần 9m2","0"
"Mình mới lắp máy lạnh nhanh cục nóng không ổn như mọi người nói nhà mình lắp cái thứ hai mình rất thích Panasonic","1"
"Cho hỏi sao cúp điện đột xuất r có điện lại thì điều hoà ko tự khởi động lại vậy Với lúc lắp đặt ko có hút chân không. Hỏi thì bảo ko cần thiết","1"
"Remote bấm xa 3m không ănDàn nóng kêu như trực thăng. Chỉ chạy chưa tới 12h mà kêu rồi chán thật sự","0"
"Thợ lại lắp báo giá ăn thêm tiền dây điện trong khi đc free. Cũng k hút chân không. Khoan thì ẩu tả bể lun gạch tường. Đáng lẻ cũng k nói. Mà thấy nó làm k đúng quy trình phải lên đây đánh giá","1"
"chi hỏi sau điều chỉnh nhiệt độ lên xuống bấm nhảy rất chậm","1"
"Sử dụng rất tốt","1"
"Máy làm lạnh chậm. Minh mới dung 1 năm mà cam thấy máy k đc lạnh như trước. K biét do máy hay do bên lắp đặt mà hơi lạnh ra k đc sâu. 2hp ma thua cả 1.5hp ở nhà cua minh. Từ khi sử dụng máy lúc chậm lúc mạnh lạnh nóng thất thường . Mua 21tr ma k được như i. Moi người cân nhắc khi mua","0"
"Máy chạy êm ru, không có gì để chê. Ngoài ra mình đánh giá cao sự phục vụ tận tình của nhân viên ĐMX","1"
"Máy chạy êm nhanh mát","1"
"Thợ lắp ẩu bỏ bước không hút chân không cho khách . Chán sau này có vấn đề gì hãng từ chối bảo hành khách tự chịu","0"
"Máy làm lạnh hơi lâu nhug dc cái êm...cục nóng bị chảy nc..gọi ky thuật đên xly k dc..","1"
"Hiện tại sản phẩm sử dụng tốt, êm ái, mát lạnh. Nói chung là máy lạnh ok","1"
"Mua đc 3 tháng đã hỏng. Lúc tư vấn và lắp đặt rất nhanh mình rất hài lòng. Lúc hỏng gọi bảo hành thì bảo chờ tận 5 ngày. Bảo ko chờ đc thì bảo đẩy sang hãng chờ 3 ngày. Kiểu như mua thì nhanh, hỏng thì kệ m phải chờ. Mình mua đồ luôn mua hãng lớn để uy tín, hỏng có bảo hành nhanh. Biết vậy mua hãng ngoài, chất lượng thì ko biết nhưng bảo hành gọi cái có mặt luôn... Thất vọng thực sự","0"
"bỏ qua chất lượng sản phẩm vì mới lắp mùa này nên chưa có sử dụng mua full gói thanh toán mà có ghi rõ ràng tặng miễn phí công lắp đặt trị giá 450k trong khi lắp thì khoan lỗ lại tính thêm tiền chỉ đang ,muốn hỏi cái gói 450 là bao những gì mua 2 cái thì 1 ông thợ lắp từ 1h tới 5h chưa xongqua thất vọng thiếu chuyên nghiệp","0"
"Mình đặt mua điều hòa từ 30/4, 8/4 lắp đặt. Trong 4 tháng sử dụng gọi hỗ trợ 3 lần. Lần 1 do cục nóng chảy nước, kỹ thuật viên giải thích là bình thường trong khi các máy lạnh khác không máy nào chảy nước nhỏ giọt tong tỏng như vậy. Lần 2 quạt gió cục nóng kêu rất to, bất thường. Kỹ thuật viên đã khắc phục. Lần 3 điều hòa không mát do lỗi lắp đặt làm hở hết khí ga, hãng và ĐMX đã xác nhận nguyên nhân nhưng gọi liên hệ 5 ngày vẫn chưa được xử lý dứt điểm.","0"
"Rất tốt nhưng tôi chưa thấy quà của tôi ở đâu. Mấy tháng trước mua đc tặng 200.000đ phiếu mua hàng. Đợt này mua cũng đc tặng 100.000đ mà trả thấy đâu","1"
"Rất tốt","1"
"Quá tuyệt vời","1"
"Bỏ qua chất lượng sản phẩm.Đánh giá chế độ phục vụ của dmx cực kì tệ, mua điều hòa thì gọi đến 3 đội thợ khác nhau đến mà lắp 2 ngày mới xong, nhà thì bt k khó lắp. Mua 2 tuần rồi chưa thấy kích hoạt bảo hành sp, gọi nv sale thì chỉ thấy bảo để ktra lại rồi k nói gì nữa, gọi tổng đài khiếu nại thì luôn trong trạng thái bận, sinh ra cái tổng đài để cho có à Mua khá nhiều sp bên dmx rồi, nhưng lần này thấy cực kì tệ cho chế độ cskh của dmx","0"
"Tôi đặt mua online thanh toán trả góp. Nhưng ĐMX nhận được tiền thì không thèm liên hệ giao hàng, tôi liên hệ thì hẹn giao ngày khác. Tôi Huỷ đơn hàng thì ĐMX không muốn hoàn lại tiền, làm căng thì mới làm lệnh hoàn chậm. Tổng đài gì mà gọi lúc nào cũng đang bận, Xử lý thông tin thì kém chuyên nghiệp, nói như 1 cái máy. hẹn xử lý thì chỉ hẹn cho vui nhưng không làm. Quá tệ. ĐỪNG BAO GIỜ MUA ONLINE CỦA ĐMX. QUÁ TỆ","0"
"Máy tạm ổn, có điều lắp đặt lâu mà không kĩ , nước bị chảy ra từ giàn lạnh,gọi tổng đài thì không liên hệ được.","1"
"Máy chạy êm, bật 27 độ C mà lạnh trùm mềm luôn, chế độ ECO từ 6h chiều tới 6h sáng hôm sau mà còn chưa tới 1.4kW điện nữa. Ý là mình có dùng thêm tủ lạnh Panasonic đèn nữa đó. Chưa bao giờ thấy con máy lạnh nào rẻ mà tiết kiệm như con Hisense này luôn. Để xem dùng lâu có bền không.","1"
"Mua máy qua sử dụng 4tr8 bảo hành 23 tháng sử dụng quá tốt, chạy 18 độ khởi động tốn có 500w điện độ lạnh sâu. máy chạy cực im, chạy nguyên ngày không tốn bao nhiêu điện. độ bền 23 tháng bảo hành wa tốt","1"
"Con trai tôi ngày sưa sửa dụng máy lạnh cũ không inverter thì là rất khó ngủ thường có lần còn không ngủ và nhờ sự tư vấn của nhân viên thì nhà mình chọn máy lạnh này và sao thi sử dụng thì nó rất tốt máy lạnh rất êm ngay cả đặt dàn nóng có thì lại thông tiếng ồn","1"
"Rất tiếc vì máy mình mua bị rò điện, biết là thiết bị inverter thì rò điện là bt. Nhưng máy mình bị rò ra dòng điện gần 50vol, hiện tại đc khắc phục bằng cách nối dây tiếp địa, nhưng để ko cũng hao điện nên mình rất thất vọng về sản phẩm.","0"
"Mới dùng thì thấy cũng ổn còn về dài thì chưa biết sao nhân viên tư vấn vs lắp đặt đều nhiệt tình sẽ ủng hộ","1"
"Nhân viên đến lắp đặt rất thái độ, trên website đã ghi miễn phí phụ kiện để lắp đặt nhưng lại đưa hóa đơn tính phí những thứ đó. Sau hơn 1 năm thì điều hòa không làm mát được nữa với nguyên nhân ống đồng bị gập, lỗi do chính điện máy xanh gây ra. Và bắt khách trả 1tr2 để hãng sửa. Quá đủ với cái hãng này.","0"
"Điện máy cho mình hỏi ngày 18072025 mình mua điều hoà fujki trả góp 6 tháng giá 7.390.000 và không lấy cb, không khoan lỗ, không mua thêm ống đồng không phát sinh phụ phí tại sao lên app homcrit lại báo lên thành 7,606, 000Tính phí thu hộ 11 nghìn một tháng 6 tháng thì cũng chỉ 7.456.000Nhân viên lắp đặt báo khống gì mà lên 7.606.000Mong được phản hồi giải đáp","1"
"Dịch vụ sau chăm sóc khách hàng quá tệ, trong khi báo khách sẽ được tặng 1 máy xay nhưng phản hồi lên tổn đài thì 5 lần 7 lượt hẹn . Hẹn khách 14 ngày sẽ có nhưng lúc gọi lên thì ko có, cảm giác giống bị lừa dối khách hàng","0"
"Cmn thợ dmx là loại láo nháo nhất nó lắp ống chưa được 2m giờ tính sao","1"
"Cục nóng kêu to, lúc thì kêu cộc cộc như kẹp j đó, cần được hỗ trợ","1"
"Mua gói nhưng Không giao đồ tặng kèm. Không giao bổ sung. Xử lí chậm, bộ phận này đổ cho bộ phận kia. Không nên mua gói làm gì","0"
"Cục nóng kêu còn to hơn máy cày hợp tác xã, k bật dh thì nóng mà bật thì ngủ dậy đau đầu","0"
"1 tháng mình dùng thử sp rất tốt làm lạnh nhanh , lạnh sâu dù phòng 12m vuông để 27 vẫn đắp chăn bông . Lựa chọn xem rất nhiều hãng rồi chọn Funiki k làm mình thất vọng","1"
"cục nóng kêu cộc cộc, quá to rất khó chịu","0"
"Máy này mình điều khiển bật tắt bằng điện thoại được không ạ","1"
"Kĩ thuật không có tâm nhà tôi có sẵn aptomat và dây điện ngầm lắp điều hoà mà kĩ thuật vòng vo tư vấn lắp chỗ khác và thu thêm 350 nghìn nữa bây giờ dây lộ hết ra ngoài cực kì mất thẩm mĩ tôi đang không hiểu tại sao lại thu thêm của tôi như vậy có phải kĩ thuật lấy tiền đó ăn ngoài không Lần này tôi thấy rất thất vọng về đmx với cách làm việc như vậy khách chuyển tiền là xong còn các vấn đề là kệ khách lắp đặt như vậy mà vẫn bảo là ok tôi không ở nhà nên mới bị vậy chứ tôi ở nhà không bao giờ tôi để cho mấy ông kĩ thuật lắp như vậy thật sự quá thất vọng","0"
"Nhân viên lắp đặt đi lắp đặt thang không có dây điện thì không vẽ thêm phí rẩt k hài lòng","0"
"Cho e hỏi s k có cảm giác lạnh lắm.. chỉ đủ mát là cùng zđộ lạnh k mạnh lắm","1"
"Mua hơn 1 năm sắp ,hết bảo hành thì máy cũng sắp hư luôn. Trời đang nóng bức cần nhất máy lạnh để sài thì hỏng, mà bảo hành mãi không sửa được. Dây dưa không biết nào xong, ngày qua ngày","0"
"Đừng có mua máy Funiki này nhaVì nó tiết kiệm điện siêu đẳnggg Xài bền ko hao điệnMở 24/24 1 tháng tầm 500K tiền điện ở trọ 1 ký 4K nha Bền bỉ hú hồn chim énHàng VN chất lượng cao","1"
"Ngon bổ rẻ. Mới lắp thấy máy chạy êm, làm lạnh tốt","1"
"Oki","1"
"Vẫn còn trong tháng 1 đổi 1 máy lạnh cứ bị rè rè kể cả phần nóng và phần lạnh đt bảo hành xuống kt bảo không biết bị gì, đt trung tâm bảo hành xuống kt bảo máy không bị hư không cho đổi, đến nay gần 3 tháng kể từ ngày mua tần suất kêu từ phần lạnh ngày càng nhiều và càng lớn, có ai mua máy trong 1 tháng đt bảo hành 4 lần như mình không.Định ưu tiên người Việt dùng hàng Việt mà như này mai mốt hết giám dùng của hãng này","0"
"Chế độ hậu mãi rất tệ.Gọi xuống vệ sinh máy lấy tiền thì rất nhanh.Đến khi máy hết lạnh gọi xuống kiểm tra thì xuống không sửa mà đẩy qua bên hãng bảo hành. Hãng xuống thì nói máy ko có vấn đề, do bên lắp đặc.Đẩy qua đẩy lại xong rồi bên ĐMX đánh bài chuồn luôn. 3 ngày không 1 cuộc gọi.Cuối cùng lý do là từ chối bảo hành bắt khách bỏ tiền túi ra sửa.","0"
"Chế độ bảo hành của DMX rất tệ ktv đến kiểm tra báo cho bên bảo hành đến bảo bị chuột cắn đứt dây cảm biến từ chối bảo hành . Sáng hôm nay bên bảo hành gọi bảo sửa hết 300k rất bực mình nóng không ngủ được tôi đã phải tháo ra và nối lại dây. Trong khi không phải hỏng cảm biến nhiệt độ chỉ bị đứt dây ở tụ quạt dàn lạnh. Từ nay không bao giờ mua hàng điện máy xanh","0"
"Cục nóng kêu quá to, tôi đã phải đổi máy khác","0"
"Máy còn bảo hành có đc vệ sinh miễn phí ko","1"
"quá tệ, sẽ ko bao giờ mua lần 2 loại máy lạnh của Cty Hòa Phát này nữa, ai muốn mua nên vào xem lại 9 sách BH nha, sài được vài tháng mà đã hư kêu BH thì nói máy hư do tác động môi trường nên ko BH","0"
"Xài bthuong ko ý kiến","1"
"máy lạnh mua 2 tháng đã hỏng bảo hành không lên","0"
"Bảo hành tệ.nói 1 đường làm 1 nẻo","0"
"Tốt","1"
"Bình thường","1"
